                 Words      Mean #Total #Positive #Neg     PosMean   NegMean
822            excited  0.009131      1         1    0  0.00913124  0.000000
780           inspired -0.009128      1         0    1           0 -0.009128
669                 BT  0.009118      1         1    0  0.00911846  0.000000
1526        consistent -0.009112      1         0    1           0 -0.009112
348                key  0.009105      1         1    0  0.00910476  0.000000
349                ago -0.009103      1         0    1           0 -0.009103
743             column -0.009094      2         0    2           0 -0.009094
973            forward  0.009084      4         4    0  0.00908443  0.000000
1355          detector -0.009057      1         0    1           0 -0.009057
296               soon  0.009019      1         1    0  0.00901921  0.000000
90                Pros  0.008979      1         1    0  0.00897893  0.000000
1167          Jennifer  0.008961      1         1    0  0.00896132  0.000000
91             happens  0.008947      1         1    0  0.00894712  0.000000
673                 QA  0.008937      2         2    0  0.00893681  0.000000
1445         organized -0.008933      1         0    1           0 -0.008933
1168               ACM  0.008929      1         1    0  0.00892918  0.000000
1045    recommendation  0.008928      1         1    0  0.00892826  0.000000
1066   Representations  0.008927      2         1    1   0.0255568 -0.007703
627              gains  0.008919      2         2    0  0.00891909  0.000000
186                 by -0.008919      8         2    6   0.0177617 -0.017812
1474           prevent -0.008913      1         0    1           0 -0.008913
1222         anecdotal  0.008912      1         1    0  0.00891202  0.000000
1483            subset -0.008911      1         0    1           0 -0.008911
272             should -0.008901     18         4   14   0.0125666 -0.015035
1223            deeply  0.008898      1         1    0  0.00889805  0.000000
1446            voting  0.008894      1         1    0  0.00889373  0.000000
671          phenomena -0.008884      1         0    1           0 -0.008884
1278         Reviewer2  0.008883      1         1    0  0.00888292  0.000000
94         informative  0.008871      2         2    0   0.0088707  0.000000
1279          chatbots  0.008865      1         1    0  0.00886534  0.000000
58              system -0.008859      4         0    4           0 -0.008859
781             rounds  0.008832      1         1    0  0.00883242  0.000000
297           produced  0.008827      1         1    0  0.00882715  0.000000
205             neural -0.008826     12         1   11   0.0204531 -0.011488
994          extracted -0.008825      1         0    1           0 -0.008825
600               easy  0.008824      1         1    0   0.0088243  0.000000
893       supplemental -0.008823      1         0    1           0 -0.008823
1023            Unless -0.008820      1         0    1           0 -0.008820
459             values -0.008801      2         0    2           0 -0.008801
1046           fairest  0.008794      1         1    0  0.00879389  0.000000
1337                q1  0.008789      1         1    0    0.008789  0.000000
1231            Couple  0.008787      1         1    0  0.00878697  0.000000
300               made  0.008774      3         3    0   0.0087737  0.000000
716        Interaction -0.008760      1         0    1           0 -0.008760
864           reviewer  0.008747      1         1    0  0.00874744  0.000000
226          criticism  0.008727      1         1    0  0.00872712  0.000000
1447              give  0.008722      1         1    0  0.00872186  0.000000
1280               Wen  0.008718      1         1    0  0.00871828  0.000000
168       relationship -0.008715      4         0    4           0 -0.008715
717      Probabilistic  0.008711      1         1    0  0.00871092  0.000000
1281           natural  0.008687      1         1    0  0.00868705  0.000000
1024            guided  0.008684      1         1    0  0.00868372  0.000000
1056            report  0.008666      2         2    0  0.00866635  0.000000
782         reductions  0.008663      1         1    0  0.00866324  0.000000
823                org  0.008659      1         1    0  0.00865925  0.000000
63             explain -0.008656      3         1    2  0.00845748 -0.017213
513               Dear -0.008650      3         0    3           0 -0.008650
1245            tricks  0.008642      1         1    0  0.00864193  0.000000
1484                ms  0.008640      1         1    0  0.00863997  0.000000
661          component -0.008637      3         0    3           0 -0.008637
927            painful  0.008635      1         1    0  0.00863519  0.000000
419        Furthermore -0.008635      4         1    3  0.00912232 -0.014554
894           exhibits -0.008605      1         0    1           0 -0.008605
824           consoles -0.008593      1         0    1           0 -0.008593
1373            orange  0.008586      1         1    0    0.008586  0.000000
1527       regularizer  0.008580      1         1    0  0.00858042  0.000000
1374              link -0.008579      1         0    1           0 -0.008579
1485      Additionally  0.008564      1         1    0  0.00856441  0.000000
718   misunderstanding -0.008549      1         0    1           0 -0.008549
1312             sound  0.008543      1         1    0  0.00854319  0.000000
1528            unseen  0.008534      1         1    0  0.00853355  0.000000
1104         benchmark  0.008529      4         4    0  0.00852924  0.000000
1448         tightness  0.008511      1         1    0  0.00851052  0.000000
1486              bins  0.008490      1         1    0  0.00849027  0.000000
1106          feedback  0.008489      1         1    0  0.00848881  0.000000
995         illustrate  0.008484      1         1    0  0.00848418  0.000000
246               were -0.008484      2         0    2           0 -0.008484
1449           student  0.008461      1         1    0  0.00846132  0.000000
1282        restaurant  0.008449      1         1    0  0.00844861  0.000000
1423              then  0.008439      1         1    0  0.00843905  0.000000
1161       expectation  0.008436      2         2    0   0.0084358  0.000000
1283              chat  0.008435      1         1    0  0.00843533  0.000000
179           networks -0.008435     10         2    8    0.016698 -0.014718
231                  1 -0.008435     16         4   12   0.0231358 -0.018958
1189         advantage  0.008426      1         1    0  0.00842579  0.000000
350               Many -0.008424      3         0    3           0 -0.008424
322         experiment  0.008422      5         4    1   0.0154068 -0.019520
895         assumption -0.008403      1         0    1           0 -0.008403
1025           phrased -0.008376      1         0    1           0 -0.008376
1424           Kyuyeon  0.008374      1         1    0  0.00837439  0.000000
825                  F  0.008369      1         1    0  0.00836876  0.000000
1356             mimic  0.008368      1         1    0  0.00836789  0.000000
1047           exactly  0.008364      1         1    0  0.00836379  0.000000
1026           believe  0.008347      1         1    0  0.00834726  0.000000
1079     preprocessing -0.008317      1         0    1           0 -0.008317
1169         Gallinari -0.008304      1         0    1           0 -0.008304
896               pair  0.008285      1         1    0  0.00828518  0.000000
946             expect  0.008285      3         3    0  0.00828509  0.000000
72               works -0.008278      5         2    3  0.00977579 -0.020314
845           argument -0.008275      2         0    2           0 -0.008275
750            Further  0.008256      3         3    0  0.00825598  0.000000
240            Systems -0.008255      2         0    2           0 -0.008255
1190           posting  0.008244      1         1    0  0.00824386  0.000000
1224         embedding -0.008242      1         0    1           0 -0.008242
1313            extend  0.008235      1         1    0  0.00823522  0.000000
1232         following -0.008189      2         1    1  0.00861426 -0.024993
1314              next -0.008181      1         0    1           0 -0.008181
1166              IEEE  0.008180      2         2    0  0.00817958  0.000000
1080       qualitative -0.008175      1         0    1           0 -0.008175
1170            mostly -0.008157      1         0    1           0 -0.008157
166            example  0.008144      3         2    1   0.0139572 -0.003482
1450         generator  0.008144      1         1    0  0.00814416  0.000000
1376            hardly -0.008143      1         0    1           0 -0.008143
1009             issue -0.008137      3         0    3           0 -0.008137
118               aren -0.008127      1         0    1           0 -0.008127
1315         regressio -0.008126      1         0    1           0 -0.008126
827           Nintendo  0.008111      1         1    0   0.0081107  0.000000
926          mechanism -0.008101      3         1    2  0.00954759 -0.016925
1284              bots  0.008099      1         1    0  0.00809921  0.000000
1377              fair  0.008093      1         1    0  0.00809332  0.000000
1451          students  0.008075      1         1    0  0.00807536  0.000000
828                RLE  0.008073      1         1    0  0.00807264  0.000000
303            achieve -0.008069      2         0    2           0 -0.008069
81            behavior  0.008048      3         3    0   0.0080484  0.000000
784                 go  0.008046      1         1    0  0.00804632  0.000000
1378                NL -0.008039      1         0    1           0 -0.008039
353           matrices  0.008035      1         1    0  0.00803492  0.000000
720          currently -0.008017      1         0    1           0 -0.008017
1487          stimulus -0.008010      1         0    1           0 -0.008010
1081         operation -0.008005      1         0    1           0 -0.008005
76           regarding -0.008001      4         0    4           0 -0.008001
119            product -0.007956      1         0    1           0 -0.007956
455        incremental  0.007944      2         1    1   0.0226425 -0.006754
232                nor -0.007943      1         0    1           0 -0.007943
1031             field  0.007935      2         2    0  0.00793492  0.000000
829             easily  0.007915      1         1    0  0.00791472  0.000000
961        application -0.007898      2         0    2           0 -0.007898
126              clear  0.007895      9         8    1    0.010618 -0.013890
227              decay  0.007888      2         2    0  0.00788765  0.000000
1357           neither  0.007888      1         1    0  0.00788763  0.000000
1379             inner  0.007875      1         1    0   0.0078753  0.000000
1380          detected -0.007872      1         0    1           0 -0.007872
1338     comprehensive -0.007866      1         0    1           0 -0.007866
865        assignments  0.007859      1         1    0  0.00785917  0.000000
732         classifier -0.007845      3         0    3           0 -0.007845
1529               bag  0.007843      1         1    0  0.00784296  0.000000
1488        properties  0.007839      1         1    0  0.00783932  0.000000
141         prediction  0.007810      5         4    1   0.0129333 -0.012683
931              break  0.007806      1         1    0  0.00780598  0.000000
858               must -0.007795      2         0    2           0 -0.007795
445            concept  0.007773      1         1    0   0.0077727  0.000000
866          confident  0.007769      1         1    0  0.00776897  0.000000
722               NIPS -0.007758      1         0    1           0 -0.007758
1358            Gating  0.007744      1         1    0  0.00774429  0.000000
1489     significantly  0.007742      1         1    0  0.00774198  0.000000
674            studies -0.007741      1         0    1           0 -0.007741
1425                up -0.007740      1         0    1           0 -0.007740
1490            movies  0.007731      1         1    0  0.00773142  0.000000
831           valuable  0.007729      2         2    0  0.00772887  0.000000
1234          explicit  0.007721      1         1    0  0.00772096  0.000000
723             appear  0.007718      1         1    0  0.00771828  0.000000
1285           remarks  0.007715      1         1    0  0.00771538  0.000000
351             enough -0.007709      2         0    2           0 -0.007709
1171            remain -0.007689      1         0    1           0 -0.007689
447            chaotic  0.007688      1         1    0  0.00768759  0.000000
1426            ratios -0.007670      1         0    1           0 -0.007670
354             recent -0.007664      1         0    1           0 -0.007664
1107           thought  0.007662      1         1    0  0.00766173  0.000000
1316        stochastic  0.007650      1         1    0  0.00765014  0.000000
355         polynomial  0.007649      1         1    0  0.00764881  0.000000
1317          develope -0.007633      1         0    1           0 -0.007633
235             course  0.007621      6         6    0  0.00762071  0.000000
1452            chosen  0.007620      1         1    0  0.00761976  0.000000
264         complexity -0.007604      4         1    3   0.0174815 -0.015966
221             rating  0.007594      2         1    1   0.0248082 -0.009619
1491           weights  0.007587      1         1    0  0.00758716  0.000000
899                  z  0.007583      1         1    0  0.00758335  0.000000
357                use  0.007583     11         8    3   0.0132273 -0.007467
932             merely -0.007563      1         0    1           0 -0.007563
288               take  0.007547      2         2    0  0.00754662  0.000000
624                 If -0.007543      8         1    7  0.00830928 -0.009808
1172          develops -0.007540      1         0    1           0 -0.007540
900               mean  0.007525      1         1    0  0.00752472  0.000000
448              tends  0.007517      1         1    0   0.0075172  0.000000
449               Penn  0.007514      1         1    0   0.0075141  0.000000
1082         comparing -0.007499      1         0    1           0 -0.007499
97                done  0.007475      1         1    0   0.0074751  0.000000
675           specific -0.007461      1         0    1           0 -0.007461
818         scientific -0.007448      2         0    2           0 -0.007448
1192             fewer -0.007443      1         0    1           0 -0.007443
712                was  0.007404      3         2    1   0.0160858 -0.009959
867                  h  0.007400      1         1    0  0.00740007  0.000000
451           obstacle -0.007389      1         0    1           0 -0.007389
1381           WordNet  0.007376      1         1    0  0.00737565  0.000000
238            heavily -0.007363      1         0    1           0 -0.007363
1027           grouped  0.007360      1         1    0  0.00736014  0.000000
341                far -0.007344      2         0    2           0 -0.007344
878            changes  0.007325      5         4    1   0.0117526 -0.010386
1050             items -0.007293      1         0    1           0 -0.007293
933            depends  0.007291      1         1    0  0.00729091  0.000000
304          practical -0.007287      1         0    1           0 -0.007287
1028          publicly  0.007284      1         1    0  0.00728423  0.000000
1318          updating  0.007282      1         1    0  0.00728176  0.000000
239              1980s -0.007281      1         0    1           0 -0.007281
830            several  0.007279      1         1    0  0.00727879  0.000000
1427         published  0.007266      1         1    0  0.00726594  0.000000
725           Physical -0.007266      1         0    1           0 -0.007266
1428            wonder  0.007255      1         1    0  0.00725462  0.000000
1247            replay  0.007241      1         1    0  0.00724103  0.000000
194                  5  0.007222      6         4    2   0.0175818 -0.013497
1193            proper -0.007202      1         0    1           0 -0.007202
1108          creating  0.007183      1         1    0  0.00718319  0.000000
35                this  0.007173     31        20   11   0.0221382 -0.020036
726          tractable  0.007166      1         1    0  0.00716619  0.000000
868             seemed  0.007161      1         1    0  0.00716106  0.000000
242              facto -0.007161      1         0    1           0 -0.007161
1319      equivalently  0.007122      1         1    0  0.00712163  0.000000
1286    conversational  0.007117      1         1    0  0.00711686  0.000000
1029           realize  0.007116      1         1    0  0.00711613  0.000000
655                out  0.007111      3         2    1   0.0117175 -0.002103
1030            higher  0.007095      1         1    0  0.00709525  0.000000
305             cities -0.007093      1         0    1           0 -0.007093
808          supported -0.007076      3         1    2  0.00959279 -0.015410
160               work  0.007054     13         9    4   0.0162838 -0.013713
125             either -0.007048      1         0    1           0 -0.007048
1530             holds -0.007043      1         0    1           0 -0.007043
1249         including  0.007029      1         1    0  0.00702877  0.000000
1287          sentence -0.007021      1         0    1           0 -0.007021
922         introduces -0.006987      2         0    2           0 -0.006987
1109              none -0.006975      1         0    1           0 -0.006975
1288     stochasticity  0.006971      1         1    0  0.00697101  0.000000
1235          estimate  0.006955      1         1    0  0.00695535  0.000000
1320            SYMSGD -0.006936      1         0    1           0 -0.006936
1429          Jonghong -0.006901      1         0    1           0 -0.006901
1382          JUDGMENT -0.006901      1         0    1           0 -0.006901
869              whose  0.006894      1         1    0  0.00689359  0.000000
1083              soft -0.006860      1         0    1           0 -0.006860
1383       controlling  0.006817      1         1    0  0.00681723  0.000000
396            trained  0.006814      5         4    1   0.0102523 -0.006941
785         compensate -0.006801      1         0    1           0 -0.006801
442             longer -0.006799      2         0    2           0 -0.006799
1384         naturally  0.006784      1         1    0  0.00678369  0.000000
139           features -0.006779      2         1    1  0.00504353 -0.018602
1289             again  0.006751      3         3    0  0.00675147  0.000000
1385               mu_  0.006742      1         1    0  0.00674248  0.000000
734               less -0.006731      4         1    3  0.00627545 -0.011067
1321             dense  0.006728      2         2    0  0.00672808  0.000000
1386          products -0.006693      1         0    1           0 -0.006693
677        transferred -0.006691      1         0    1           0 -0.006691
1194           shouldn -0.006683      1         0    1           0 -0.006683
1052          DualNets -0.006668      1         0    1           0 -0.006668
457          intricate  0.006637      1         1    0  0.00663671  0.000000
728                RGB -0.006634      1         0    1           0 -0.006634
1430                16 -0.006628      1         0    1           0 -0.006628
188              there -0.006622      9         3    6   0.0114223 -0.015644
744          technique  0.006620      2         2    0  0.00661992  0.000000
719            comment  0.006614      3         3    0  0.00661411  0.000000
124         understand  0.006608      5         4    1   0.0094527 -0.004771
1195           suspect -0.006586      1         0    1           0 -0.006586
1053              rmse  0.006563      1         1    0  0.00656299  0.000000
358            analyse  0.006563      1         1    0  0.00656251  0.000000
1492         plausible  0.006559      1         1    0  0.00655901  0.000000
144         manuscript  0.006540      2         2    0  0.00653983  0.000000
1162        reasonable -0.006529      2         0    2           0 -0.006529
729             ground  0.006528      1         1    0  0.00652821  0.000000
997                RNN  0.006528      4         3    1   0.0114644 -0.008283
730    transformations -0.006526      1         0    1           0 -0.006526
1387             loose  0.006497      1         1    0   0.0064967  0.000000
379              other  0.006489      8         5    3   0.0159194 -0.009228
1493              real  0.006487      1         1    0  0.00648687  0.000000
1359             right  0.006478      1         1    0  0.00647766  0.000000
1110           doc2vec -0.006354      1         0    1           0 -0.006354
307                 71 -0.006349      1         0    1           0 -0.006349
934          initiates -0.006342      1         0    1           0 -0.006342
399               line  0.006340      3         2    1   0.0129844 -0.006950
733                ask -0.006340      1         0    1           0 -0.006340
1494   characteristics -0.006339      1         0    1           0 -0.006339
999              rules -0.006320      1         0    1           0 -0.006320
1251       outperforms  0.006299      2         2    0  0.00629915  0.000000
1322              rule  0.006290      1         1    0  0.00628978  0.000000
1054         competing  0.006250      1         1    0  0.00625007  0.000000
130              multi -0.006222      1         0    1           0 -0.006222
1495            visual  0.006219      1         1    0  0.00621869  0.000000
1496             spike  0.006201      1         1    0  0.00620099  0.000000
657             Please -0.006197      4         1    3  0.00554506 -0.010112
1236             typos  0.006184      1         1    0  0.00618419  0.000000
1237            bounds  0.006170      1         1    0  0.00617047  0.000000
1238         introduce  0.006168      1         1    0  0.00616793  0.000000
1239        Leveraging  0.006115      1         1    0  0.00611535  0.000000
458               took  0.006115      1         1    0   0.0061149  0.000000
1300               SGD -0.006104      2         1    1  0.00406746 -0.016276
736             action  0.006099      1         1    0  0.00609874  0.000000
1240      expecatation  0.006094      1         1    0  0.00609376  0.000000
737           actually  0.006069      1         1    0  0.00606857  0.000000
1196            overly -0.006068      1         0    1           0 -0.006068
147              Table  0.006067      4         3    1   0.0116469 -0.010672
1055            usages -0.006059      1         0    1           0 -0.006059
1057        emphasized -0.006030      1         0    1           0 -0.006030
247              force -0.006027      1         0    1           0 -0.006027
1290        artificial -0.006018      1         0    1           0 -0.006018
1497            couldn -0.006011      1         0    1           0 -0.006011
1291                ML -0.006009      1         0    1           0 -0.006009
1241             Carlo  0.005985      1         1    0  0.00598472  0.000000
1498          exciting  0.005973      1         1    0  0.00597291  0.000000
963         iterations  0.005965      2         1    1   0.0204015 -0.008472
416             images -0.005950      3         1    2   0.0105631 -0.014207
739              flaws -0.005949      1         0    1           0 -0.005949
1250            lambda  0.005938      1         1    0  0.00593789  0.000000
1111          document -0.005935      1         0    1           0 -0.005935
42              though -0.005927      5         3    2  0.00958531 -0.029197
1040          accepted -0.005894      3         2    1   0.0107954 -0.039274
460                CFN -0.005838      1         0    1           0 -0.005838
331                How -0.005805     10         4    6   0.0134475 -0.018641
132          attribute -0.005733      1         0    1           0 -0.005733
29                 etc -0.005716      3         1    2   0.0116596 -0.014404
591         evaluation -0.005713      3         1    2  0.00345154 -0.010296
133              Shops -0.005662      1         0    1           0 -0.005662
1145                 8  0.005639      2         1    1   0.0208896 -0.009612
558                lot  0.005624      3         2    1   0.0123949 -0.007917
440               What -0.005580      8         2    6    0.018615 -0.013645
740              25fps  0.005578      1         1    0  0.00557777  0.000000
731            network -0.005569      7         2    5   0.0123642 -0.012742
1060             users  0.005552      1         1    0  0.00555183  0.000000
741             metric -0.005539      1         0    1           0 -0.005539
742        distinction -0.005515      1         0    1           0 -0.005515
648            correct -0.005513      4         1    3  0.00948726 -0.010513
82                2015  0.005482      5         4    1   0.0245772 -0.070899
1112       constituent -0.005453      1         0    1           0 -0.005453
1391        preserving  0.005425      1         1    0  0.00542541  0.000000
1499          criteria -0.005400      1         0    1           0 -0.005400
752          synthetic  0.005383      2         1    1   0.0157115 -0.004945
250           convince -0.005383      1         0    1           0 -0.005383
136           commerce -0.005338      1         0    1           0 -0.005338
1061             major  0.005332      1         1    0   0.0053323  0.000000
746             videos  0.005318      1         1    0  0.00531843  0.000000
1292          identify -0.005294      1         0    1           0 -0.005294
747               hint  0.005285      1         1    0  0.00528496  0.000000
120          addressed -0.005279      4         1    3   0.0076284 -0.009582
1293             Ultes  0.005238      1         1    0  0.00523756  0.000000
631              where  0.005222      8         6    2   0.0118586 -0.014688
748           strictly -0.005221      1         0    1           0 -0.005221
898              lacks -0.005209      2         0    2           0 -0.005209
1294             Hsien -0.005201      1         0    1           0 -0.005201
138              links  0.005187      1         1    0  0.00518664  0.000000
1032      observations  0.005177      1         1    0   0.0051771  0.000000
145              given  0.005167      4         3    1   0.0101687 -0.009836
633           previous -0.005159      3         1    2  0.00884779 -0.012163
462            retains  0.005108      1         1    0  0.00510752  0.000000
19                  in -0.005079     32        11   21   0.0158461 -0.016040
749              times  0.005061      1         1    0  0.00506116  0.000000
137          recognize -0.005014      2         0    2           0 -0.005014
1252             reads  0.004995      1         1    0  0.00499535  0.000000
1323            sparse  0.004981      1         1    0  0.00498095  0.000000
443              input  0.004976      4         2    2   0.0180173 -0.008065
783           strategy -0.004967      2         1    1  0.00845508 -0.018389
751             harder  0.004959      1         1    0  0.00495892  0.000000
578               tell -0.004947      2         1    1   0.0070744 -0.016969
142             vision -0.004933      1         0    1           0 -0.004933
1242           aligned -0.004904      1         0    1           0 -0.004904
1253            noting  0.004856      1         1    0  0.00485596  0.000000
89                 Fig  0.004836      3         2    1   0.0116624 -0.008817
1198         summarize -0.004814      1         0    1           0 -0.004814
187         Conditions  0.004809      2         1    1   0.0240508 -0.014433
383              could  0.004794     12         7    5   0.0158318 -0.010658
143         attributes -0.004736      1         0    1           0 -0.004736
248               text -0.004735      2         1    1  0.00570295 -0.015172
672               when -0.004729      4         1    3   0.0152393 -0.011385
1069       Recognition  0.004729      2         1    1   0.0171383 -0.007681
1295              base -0.004706      1         0    1           0 -0.004706
1500      increasingly -0.004659      1         0    1           0 -0.004659
753          artifacts  0.004651      1         1    0  0.00465128  0.000000
277        performance  0.004634      7         5    2   0.0108264 -0.010848
1254               s_t  0.004615      1         1    0  0.00461461  0.000000
1255           Retrace  0.004581      1         1    0  0.00458097  0.000000
122              these -0.004477      4         1    3   0.0112394 -0.009716
146              group  0.004474      1         1    0  0.00447367  0.000000
249                any  0.004469      3         2    1  0.00953195 -0.005656
620     classification  0.004458      5         3    2   0.0132536 -0.008736
171               page  0.004437      2         1    1   0.0121863 -0.003312
65                   I  0.004421     34        21   13   0.0203255 -0.021271
149                odd -0.004408      1         0    1           0 -0.004408
1256        summations  0.004405      1         1    0  0.00440486  0.000000
1257            scores  0.004393      1         1    0  0.00439308  0.000000
1258         intervals  0.004389      1         1    0  0.00438935  0.000000
245       specifically -0.004345      5         1    4   0.0143447 -0.009017
395         generation -0.004236      2         1    1   0.0150723 -0.023544
754             output -0.004219      1         0    1           0 -0.004219
522             Moment  0.004167      2         1    1   0.0245274 -0.016194
1501        deviations -0.004149      1         0    1           0 -0.004149
110                  t -0.004138      7         1    6   0.0100336 -0.006499
154          extensive  0.004034      1         1    0  0.00403381  0.000000
155              kinds -0.004021      1         0    1           0 -0.004021
158       satisfaction -0.003954      1         0    1           0 -0.003954
165             policy  0.003944      5         3    2   0.0134735 -0.010351
1259              sign  0.003910      1         1    0  0.00391008  0.000000
157        competitive  0.003905      2         1    1     0.01181 -0.004000
771           complete -0.003869      2         1    1   0.0043198 -0.012058
479              since -0.003864      6         1    5   0.0450437 -0.013646
756          evaluated -0.003852      1         0    1           0 -0.003852
1392         identical  0.003845      1         1    0  0.00384533  0.000000
1260        confidence  0.003822      1         1    0  0.00382184  0.000000
511                  X  0.003786      3         2    1  0.00894714 -0.006535
1261             alone -0.003785      1         0    1           0 -0.003785
876              MNIST  0.003752      2         1    1   0.0172085 -0.009704
162      typographical -0.003745      1         0    1           0 -0.003745
548              above -0.003701      4         1    3  0.00940996 -0.008071
340                  4 -0.003670      7         3    4   0.0109664 -0.014647
1393          evidence -0.003669      1         0    1           0 -0.003669
1394             every  0.003651      1         1    0  0.00365103  0.000000
163             Tamara  0.003599      1         1    0  0.00359934  0.000000
1093           despite -0.003583      3         1    2   0.0125075 -0.011628
74               error  0.003573      3         2    1   0.0113497 -0.011982
1395           analogy  0.003533      1         1    0   0.0035332  0.000000
1396          Encoders  0.003509      1         1    0  0.00350924  0.000000
1343            issues -0.003474      2         1    1    0.011404 -0.018351
1397           Melamud  0.003473      1         1    0  0.00347256  0.000000
1398        supporting -0.003461      1         0    1           0 -0.003461
1399              gain  0.003411      1         1    0  0.00341058  0.000000
1262                 k -0.003409      1         0    1           0 -0.003409
503                one  0.003396      4         2    2   0.0160772 -0.009285
169                ROI  0.003390      1         1    0  0.00339019  0.000000
170          addresses -0.003356      1         0    1           0 -0.003356
181                 We -0.003321     15         6    9   0.0175867 -0.017259
1400         represent -0.003242      1         0    1           0 -0.003242
1401            offers -0.003241      1         0    1           0 -0.003241
1266               Sec -0.003230      2         0    2           0 -0.003230
1263             reply -0.003187      1         0    1           0 -0.003187
167             result  0.003111      3         2    1  0.00902418 -0.008716
174            process -0.003101      1         0    1           0 -0.003101
326              seems  0.003086      7         4    3   0.0131363 -0.010314
1264             Atari -0.003029      1         0    1           0 -0.003029
61               about -0.003018      7         2    5   0.0183506 -0.011566
805              point  0.002984      2         1    1   0.0136701 -0.007702
1402          marginal -0.002924      1         0    1           0 -0.002924
775              first -0.002892      4         1    3   0.0105954 -0.007387
204                  0  0.002841      5         3    2   0.0116101 -0.010311
483          clarified  0.002812      2         1    1   0.0206706 -0.015046
302                 at  0.002805     11         6    5    0.014388 -0.011094
1265           attacks -0.002805      1         0    1           0 -0.002805
173          difficult -0.002804      6         1    5   0.0485787 -0.013080
724              video  0.002758      3         2    1  0.00792728 -0.007582
152              minor -0.002729      4         2    2  0.00672988 -0.012188
456               test -0.002609      4         1    3   0.0129307 -0.007790
201        algorithmic -0.002575      2         1    1  0.00939653 -0.014546
745        alternative -0.002534      2         1    1  0.00532474 -0.010393
175               user  0.002431      2         1    1  0.00788936 -0.003027
429               than -0.002344      7         3    4   0.0128048 -0.013705
67                also -0.002317     12         5    7   0.0108038 -0.011689
1403            larger -0.002228      1         0    1           0 -0.002228
123           presents  0.002198      3         1    2   0.0306285 -0.012017
49                 for -0.002147     24        11   13   0.0155746 -0.017143
111                  g -0.001979      8         2    6   0.0190969 -0.009005
1092           Vectors -0.001964      3         1    2   0.0145461 -0.010220
1370          compared -0.001942      2         1    1   0.0109546 -0.014840
332       experimental  0.001869      9         5    4   0.0119706 -0.010757
1404            itself -0.001756      1         0    1           0 -0.001756
1225              feed -0.001740      2         1    1  0.00454457 -0.008025
386            instead  0.001710      5         2    3   0.0148065 -0.007022
424           training  0.001598     10         6    4   0.0121715 -0.014262
114              While -0.001588     11         4    7   0.0128929 -0.009863
22               small -0.001532      3         2    1   0.0130384 -0.030671
1267              Chen -0.001469      1         0    1           0 -0.001469
583          questions  0.001332      4         2    2   0.0150125 -0.012348
213            opinion  0.001304      2         1    1   0.0135298 -0.010921
735            through  0.001296      2         1    1  0.00882577 -0.006234
594           improved  0.001271      4         2    2   0.0150341 -0.012492
299            provide  0.001264      5         2    3   0.0176375 -0.009651
164               from  0.001121     15         8    7   0.0109062 -0.010061
32                Some  0.001077     12         6    6   0.0134437 -0.011290
1143          addition -0.001075      4         2    2   0.0077098 -0.009860
352         especially -0.001070      3         1    2  0.00813099 -0.005671
20                 all -0.001033      3         2    1  0.00936778 -0.021834
306               hard -0.001030      3         1    2   0.0113156 -0.007203
630         supervised  0.000976      2         1    1    0.010831 -0.008878
1188              case -0.000897      2         1    1  0.00704286 -0.008837
696                new  0.000832      7         5    2    0.009327 -0.020405
241            context  0.000827      4         2    2  0.00827982 -0.006626
863            Clarity  0.000812      2         1    1    0.010635 -0.009012
497               both  0.000728      2         1    1   0.0103421 -0.008886
69             journal -0.000623      2         1    1  0.00982864 -0.011074
930             follow -0.000615      2         1    1  0.00790059 -0.009130
826               into -0.000582      2         1    1   0.0070448 -0.008209
450              basic -0.000545      2         1    1  0.00741493 -0.008505
1077             sense -0.000503      2         1    1   0.0102562 -0.011261
214            removed  0.000487      2         1    1    0.010891 -0.009917
1071              part  0.000326      2         1    1   0.0150415 -0.014389
642         acceptance -0.000280      4         2    2   0.0110222 -0.011582
360                 vs  0.000252      2         1    1  0.00576608 -0.005261
409                can  0.000126     10         5    5   0.0125662 -0.012313
889            updated  0.000113      2         1    1   0.0100545 -0.009828
